duracion_supervivencia,poblacion_inicial,poblacion_total,supervivencia_max,edad_promedio,salud_promedio,clima,terreno,genotipo_fuerza,genotipo_velocidad,genotipo_resistencia,genotipo_inteligencia,genotipo_adaptabilidad,genotipo_supervivencia
20,10,37,14,19.36842105263158,99.50851928452953,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",78.0,12.0,58.0,96.0,19.0,50.0
8,10,26,6,16.846153846153847,103.92703628852804,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",23.0,49.0,23.0,80.0,57.0,85.0
6,10,17,5,38.0,100.6362393435375,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",7.0,41.0,57.0,9.0,80.0,13.0
7,10,20,5,25.363636363636363,101.70429988884142,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",19.0,53.0,32.0,20.0,95.0,75.0
11,10,19,10,31.4,101.33810760098686,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",63.0,14.0,93.0,53.0,56.0,74.0
10,10,13,10,35.714285714285715,103.43725373158283,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",65.0,53.0,96.0,92.0,24.0,57.0
7,10,16,6,12.571428571428571,101.00598007258365,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",18.0,74.0,45.0,81.0,99.0,13.0
13,10,24,9,20.875,100.79373004471299,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",18.0,75.0,51.0,91.0,16.0,16.0
15,10,30,9,15.411764705882353,101.39892167383579,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",89.0,66.0,45.0,82.0,33.0,95.0
7,10,22,6,13.5,101.12532281047538,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",73.0,89.0,9.0,59.0,37.0,24.0
6,10,14,4,25.142857142857142,100.2223464835467,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",39.0,45.0,37.0,76.0,27.0,77.0
22,10,37,18,22.4375,102.42903523336008,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",56.0,36.0,62.0,74.0,30.0,87.0
5,10,23,4,25.636363636363637,100.26175597060768,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",8.0,96.0,59.0,53.0,45.0,96.0
5,10,13,5,40.0,100.07541412993722,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",87.0,69.0,88.0,99.0,14.0,16.0
6,10,18,5,20.1,100.38481594605408,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",55.0,12.0,54.0,51.0,30.0,92.0
7,10,20,5,26.5,103.1600837119392,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",72.0,32.0,54.0,75.0,95.0,44.0
5,10,13,4,32.57142857142857,100.0727894911823,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",16.0,55.0,70.0,42.0,8.0,68.0
12,10,40,7,10.411764705882353,100.16360375543043,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",50.0,48.0,8.0,64.0,17.0,95.0
4,10,10,4,47.3,100.93542105734011,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",59.0,20.0,63.0,90.0,65.0,51.0
9,10,24,8,27.846153846153847,101.14969950564257,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",26.0,50.0,91.0,77.0,29.0,18.0
9,10,25,6,33.5,100.76994464609461,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",13.0,85.0,48.0,92.0,52.0,28.0
9,10,36,6,17.27777777777778,100.70760132782519,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",69.0,80.0,41.0,94.0,35.0,45.0
5,10,18,5,28.833333333333332,100.33470078841863,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",95.0,63.0,99.0,86.0,50.0,97.0
13,10,34,10,21.375,100.18585416985545,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",76.0,97.0,74.0,61.0,54.0,99.0
7,10,25,6,30.1,99.24813468739202,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",8.0,54.0,52.0,24.0,60.0,49.0
7,10,21,5,28.181818181818183,103.12932536066377,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",58.0,45.0,55.0,37.0,91.0,47.0
7,10,24,5,34.375,101.87533474675278,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",98.0,37.0,47.0,7.0,91.0,6.0
7,10,36,6,15.642857142857142,101.09200422216186,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",50.0,49.0,14.0,70.0,38.0,97.0
8,10,21,7,21.5,100.69302837434395,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",36.0,86.0,20.0,57.0,72.0,77.0
7,10,11,6,49.5,103.404910077048,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",67.0,76.0,42.0,32.0,65.0,61.0
11,10,33,6,9.23076923076923,102.39678817195454,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",54.0,46.0,13.0,20.0,52.0,62.0
11,10,23,8,19.555555555555557,102.74778527680206,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",46.0,9.0,25.0,26.0,36.0,54.0
8,10,17,7,31.2,103.93114740402078,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",20.0,68.0,99.0,93.0,71.0,26.0
15,10,29,14,21.6,100.17924096757956,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",60.0,62.0,19.0,96.0,6.0,73.0
11,10,35,7,6.705882352941177,100.27298659339185,{'lluvioso'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",37.0,5.0,82.0,52.0,70.0,83.0
5,10,25,4,33.8,100.76825093362932,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",62.0,86.0,50.0,76.0,73.0,17.0
9,10,29,7,23.333333333333332,99.67752570976452,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",67.0,57.0,70.0,53.0,38.0,82.0
2,10,11,2,48.0,100.05717450994193,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",95.0,46.0,50.0,72.0,73.0,69.0
4,10,10,4,50.0,101.02056759807739,{'lluvioso'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",5.0,95.0,40.0,18.0,95.0,78.0
13,10,38,9,20.846153846153847,101.34036503663918,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",36.0,10.0,74.0,28.0,44.0,95.0
7,10,29,6,16.125,100.19596928239733,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",28.0,97.0,20.0,11.0,44.0,41.0
11,10,24,7,10.416666666666666,100.72353774769802,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",63.0,63.0,79.0,23.0,34.0,57.0
11,10,52,6,9.407407407407407,102.31427575394524,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",81.0,96.0,59.0,6.0,65.0,87.0
10,10,16,7,35.5,100.04660023695406,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",23.0,80.0,74.0,55.0,47.0,28.0
8,10,34,8,21.555555555555557,102.95539781757581,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",99.0,35.0,15.0,16.0,63.0,61.0
10,10,23,7,20.90909090909091,102.05706621929427,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",46.0,8.0,73.0,51.0,76.0,85.0
4,10,13,4,35.57142857142857,100.14094567569096,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",52.0,43.0,67.0,55.0,7.0,8.0
11,10,36,8,12.944444444444445,102.34984288121916,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",30.0,97.0,48.0,85.0,31.0,79.0
18,10,36,15,4.923076923076923,100.54575018107518,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",52.0,25.0,60.0,31.0,43.0,69.0
6,10,17,5,32.0,100.54636769747079,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",52.0,27.0,72.0,7.0,48.0,75.0
5,10,22,4,22.727272727272727,100.64547579923284,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",91.0,45.0,34.0,38.0,95.0,55.0
17,10,43,14,14.047619047619047,100.08084121615106,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",22.0,84.0,73.0,80.0,12.0,94.0
12,10,25,7,17.76923076923077,101.02502136114592,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",22.0,33.0,49.0,64.0,28.0,67.0
12,10,38,10,18.583333333333332,102.2977988257868,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",73.0,16.0,77.0,18.0,27.0,31.0
10,10,27,8,18.533333333333335,100.13709888678902,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",85.0,89.0,53.0,76.0,20.0,89.0
2,10,13,2,37.2,100.03674066457985,{'lluvioso'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",40.0,11.0,88.0,69.0,89.0,57.0
9,10,29,7,13.583333333333334,100.9999460035079,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",31.0,30.0,10.0,65.0,87.0,68.0
4,10,15,3,28.375,100.07559487589126,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",80.0,47.0,14.0,55.0,6.0,37.0
4,10,14,3,33.25,100.08767997567365,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",25.0,76.0,87.0,48.0,51.0,5.0
14,10,11,14,42.25,108.08132424689651,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",93.0,78.0,16.0,75.0,31.0,83.0
4,10,16,4,20.6,101.046941733485,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",28.0,71.0,77.0,48.0,99.0,71.0
9,10,20,8,31.11111111111111,97.7851216628123,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",71.0,5.0,93.0,56.0,87.0,45.0
12,10,39,9,16.25,100.39753749472217,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",11.0,72.0,76.0,82.0,55.0,87.0
5,10,16,5,26.375,100.13186986943003,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",29.0,24.0,51.0,44.0,67.0,68.0
9,10,24,9,22.615384615384617,101.92380137198695,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",7.0,98.0,5.0,21.0,22.0,34.0
8,10,10,8,40.8,100.30591922987381,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",27.0,30.0,52.0,43.0,34.0,7.0
11,10,22,7,22.533333333333335,100.42165527906091,{'lluvioso'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",48.0,9.0,46.0,89.0,47.0,9.0
3,10,13,3,30.333333333333332,100.25121135989754,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",48.0,55.0,88.0,62.0,82.0,45.0
15,10,31,11,11.153846153846153,101.65341966019069,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",6.0,86.0,75.0,54.0,66.0,22.0
5,10,12,5,43.333333333333336,100.06920870444979,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",97.0,35.0,85.0,84.0,94.0,9.0
7,10,17,5,36.8,100.10814719721799,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",72.0,88.0,95.0,58.0,61.0,11.0
12,10,22,9,18.4,100.51179283261155,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,70.0,46.0,33.0,14.0,62.0
7,10,16,7,26.875,102.76815565601964,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",38.0,12.0,82.0,53.0,65.0,9.0
8,10,22,6,28.833333333333332,100.10655143360798,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",79.0,52.0,88.0,47.0,35.0,95.0
9,10,18,6,28.833333333333332,98.84574942557096,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",58.0,8.0,72.0,39.0,88.0,75.0
10,10,24,7,17.0,100.18022467039364,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",48.0,22.0,26.0,21.0,22.0,62.0
12,10,21,8,20.833333333333332,100.27699274948253,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",23.0,27.0,65.0,21.0,11.0,47.0
8,10,18,5,18.444444444444443,102.05931174275958,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",66.0,59.0,59.0,28.0,91.0,66.0
17,10,45,10,15.535714285714286,99.80137306968825,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",30.0,92.0,56.0,18.0,21.0,68.0
4,10,11,4,41.57142857142857,100.11561800073572,{'lluvioso'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",46.0,15.0,97.0,73.0,20.0,62.0
8,10,21,5,6.4,100.52993890240262,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",44.0,71.0,11.0,8.0,96.0,41.0
12,10,52,8,10.44,100.4660348279513,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",60.0,36.0,27.0,55.0,48.0,60.0
20,10,48,10,9.344827586206897,100.23386242451976,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,33.0,83.0,86.0,15.0,11.0
7,10,16,5,20.77777777777778,100.323331672362,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",45.0,48.0,90.0,66.0,66.0,40.0
7,10,19,6,21.0,100.6319591700214,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",33.0,85.0,26.0,41.0,12.0,15.0
8,10,12,8,38.25,100.20161148368786,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",8.0,62.0,39.0,96.0,5.0,43.0
10,10,30,8,17.928571428571427,100.14138280450307,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",92.0,7.0,75.0,19.0,11.0,53.0
16,10,43,9,12.857142857142858,100.97741667265784,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",56.0,97.0,60.0,35.0,28.0,24.0
8,10,28,7,15.8,100.45452141897584,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",11.0,47.0,87.0,93.0,91.0,32.0
10,10,42,7,10.333333333333334,102.17247657511071,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",51.0,78.0,66.0,12.0,55.0,47.0
8,10,13,7,44.2,102.02807340106531,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",41.0,22.0,46.0,19.0,67.0,75.0
9,10,39,7,16.0625,101.03591232892774,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",84.0,72.0,37.0,89.0,42.0,76.0
3,10,10,3,40.333333333333336,100.27155861756592,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",90.0,65.0,28.0,70.0,79.0,8.0
8,10,17,6,29.0,100.19590636717884,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",71.0,47.0,90.0,30.0,97.0,44.0
8,10,21,6,24.857142857142858,99.83222124075141,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",7.0,97.0,83.0,85.0,93.0,27.0
7,10,23,5,18.375,103.15747604963784,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",74.0,86.0,41.0,81.0,89.0,18.0
7,10,29,6,13.066666666666666,100.68680389464325,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",99.0,38.0,67.0,68.0,41.0,17.0
8,10,24,5,25.0,100.45720591073956,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",5.0,86.0,34.0,19.0,90.0,75.0
9,10,17,7,28.333333333333332,100.29601896643172,{'lluvioso'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",83.0,90.0,57.0,90.0,10.0,44.0
10,10,34,6,17.454545454545453,100.0857632769067,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",6.0,61.0,96.0,19.0,94.0,23.0
9,10,20,6,22.0,100.81600882267396,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",35.0,91.0,53.0,12.0,43.0,69.0
8,10,34,6,17.642857142857142,102.21320709951961,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",14.0,84.0,23.0,29.0,69.0,48.0
11,10,33,9,13.25,106.35600765219925,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",55.0,49.0,68.0,89.0,75.0,87.0
6,10,22,6,20.90909090909091,100.06052223297064,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",75.0,87.0,98.0,39.0,6.0,7.0
5,10,15,4,23.75,100.04405215308212,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",87.0,63.0,97.0,32.0,90.0,45.0
9,10,24,7,10.0,102.48538275451642,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",11.0,7.0,55.0,62.0,47.0,63.0
10,10,31,9,15.6,98.20373470117578,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",43.0,43.0,72.0,81.0,74.0,17.0
10,10,25,7,20.88888888888889,99.7899264441623,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",5.0,21.0,88.0,38.0,73.0,74.0
7,10,21,5,14.818181818181818,109.94584968487949,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",16.0,30.0,43.0,97.0,84.0,50.0
9,10,32,8,15.894736842105264,100.28546725735,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",81.0,14.0,8.0,12.0,11.0,86.0
10,10,21,6,29.545454545454547,97.50465650577561,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",26.0,76.0,67.0,52.0,77.0,99.0
7,10,17,6,29.285714285714285,102.13720714981089,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",44.0,18.0,84.0,6.0,60.0,40.0
6,10,11,6,36.4,101.28533361300178,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",29.0,49.0,99.0,13.0,71.0,7.0
10,10,19,7,32.0,100.65333480850936,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",41.0,7.0,21.0,73.0,18.0,90.0
9,10,31,6,13.0,104.78431307735859,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",98.0,53.0,93.0,57.0,73.0,19.0
4,10,13,4,34.0,100.37572830369704,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",46.0,6.0,15.0,69.0,45.0,88.0
6,10,16,4,23.4,100.45899378693164,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",19.0,64.0,31.0,96.0,65.0,39.0
10,10,27,8,21.555555555555557,100.65488759309113,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",63.0,62.0,41.0,88.0,9.0,36.0
5,10,20,4,20.142857142857142,100.08768318189081,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",76.0,87.0,6.0,17.0,91.0,83.0
13,10,27,8,14.166666666666666,100.31162949803637,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",90.0,77.0,26.0,77.0,9.0,77.0
2,10,14,2,35.5,100.02987189688926,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",58.0,16.0,76.0,76.0,61.0,94.0
10,10,22,10,34.333333333333336,97.07673446477844,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",39.0,37.0,89.0,26.0,55.0,12.0
9,10,26,5,29.5,104.68788639251939,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",91.0,82.0,64.0,42.0,90.0,31.0
12,10,48,8,10.380952380952381,103.05793794194716,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",43.0,83.0,10.0,83.0,30.0,9.0
7,10,22,6,22.583333333333332,104.63719339946316,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",26.0,52.0,15.0,37.0,98.0,19.0
18,10,17,14,30.833333333333332,100.28464485709897,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",13.0,79.0,98.0,63.0,13.0,65.0
12,10,28,9,23.05263157894737,100.70375334381112,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",53.0,71.0,69.0,69.0,11.0,26.0
3,10,10,3,44.0,100.23127455544521,{'lluvioso'},"{'pradera', 'agua', 'sabana'}",58.0,52.0,6.0,45.0,80.0,26.0
11,10,39,8,15.941176470588236,100.64444647724767,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",8.0,67.0,24.0,18.0,54.0,20.0
10,10,25,8,26.466666666666665,100.25611907670753,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",78.0,34.0,53.0,38.0,15.0,11.0
18,10,42,13,8.222222222222221,100.52690410424076,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",6.0,12.0,5.0,16.0,23.0,60.0
8,10,22,6,34.27272727272727,106.0599712739744,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",14.0,63.0,37.0,67.0,78.0,15.0
5,10,15,5,24.666666666666668,100.02556942932733,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",18.0,52.0,56.0,30.0,10.0,33.0
14,10,37,9,16.125,101.00317895211084,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",83.0,71.0,97.0,10.0,23.0,63.0
8,10,28,7,8.923076923076923,101.4621133085294,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",46.0,74.0,38.0,87.0,72.0,26.0
9,10,27,7,24.357142857142858,100.15430136690647,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",26.0,12.0,10.0,50.0,6.0,88.0
9,10,16,9,26.88888888888889,100.3855397346182,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",69.0,26.0,14.0,87.0,11.0,98.0
8,10,18,6,35.875,98.98665856231393,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",85.0,60.0,52.0,71.0,63.0,15.0
8,10,23,6,17.166666666666668,101.46178400137636,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",34.0,62.0,33.0,28.0,38.0,98.0
18,10,53,16,13.636363636363637,100.48358358968132,{'lluvioso'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",12.0,26.0,27.0,11.0,19.0,12.0
6,10,14,6,34.666666666666664,100.01578835244608,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",77.0,49.0,30.0,76.0,66.0,6.0
6,10,11,6,35.25,101.06479165956962,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",57.0,93.0,9.0,83.0,39.0,38.0
8,10,26,8,15.0,100.39006015218128,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",31.0,65.0,79.0,29.0,28.0,93.0
16,10,43,13,10.0,102.0313936941829,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",45.0,71.0,66.0,96.0,13.0,51.0
7,10,31,7,17.5,100.06872675829602,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",94.0,17.0,96.0,14.0,74.0,52.0
12,10,30,11,16.4375,100.7950760415456,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",97.0,70.0,34.0,68.0,32.0,66.0
4,10,13,3,36.75,100.08621970378306,{'lluvioso'},"{'pradera', 'sabana', 'pantano'}",28.0,15.0,31.0,31.0,95.0,63.0
7,10,20,5,24.0,100.2960156223547,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",48.0,78.0,6.0,37.0,47.0,22.0
11,10,41,8,18.291666666666668,101.32062209869764,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",7.0,58.0,10.0,24.0,35.0,24.0
9,10,34,6,14.133333333333333,101.87238234420776,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",87.0,96.0,72.0,52.0,99.0,5.0
10,10,35,7,11.9375,100.08720771423285,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",57.0,38.0,66.0,23.0,52.0,47.0
9,10,21,6,25.22222222222222,100.56561983911986,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",86.0,39.0,14.0,95.0,37.0,9.0
4,10,15,4,21.5,100.06109994176893,{'lluvioso'},"{'pradera', 'agua', 'sabana', 'pantano'}",51.0,65.0,97.0,34.0,61.0,84.0
17,10,29,11,19.066666666666666,101.80169970332783,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",58.0,42.0,91.0,69.0,38.0,73.0
5,10,13,5,26.0,100.25351321098812,{'lluvioso'},"{'desierto', 'pradera', 'sabana', 'pantano'}",36.0,54.0,98.0,25.0,67.0,26.0
10,10,19,10,36.375,98.92124041733337,{'lluvioso'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",22.0,45.0,66.0,84.0,27.0,34.0
14,10,26,8,23.615384615384617,102.16555386431469,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",24.0,14.0,43.0,34.0,33.0,18.0
9,10,31,8,18.615384615384617,100.11044941179291,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",99.0,87.0,92.0,32.0,18.0,7.0
10,10,44,8,11.75,101.66562663459993,{'lluvioso'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",43.0,58.0,6.0,35.0,39.0,69.0
